book_name,book_writer,book_date,book_price,book_cover,book_page,book_size,book_weight,book_category,book_publisher,sales_point
월요단식,세키구치 마사루,2018-07-07,"10,800",반양장본,256,128*188mm,332,건강/취미/레저,시사문화사,"3,515"
이 별에서의 이별,양수진,2018-06-18,"12,420",반양장본,272,130*200mm,371,에세이,싱긋,"5,880"
너의 슬픔이 아름다워 나는 편지를 썼다,와카마쓰 에이스케,2018-06-20,"10,800",반양장본,208,128*180mm,266,에세이,예문아카이브,270
만든 눈물 참은 눈물,이승우,2018-06-20,"12,150",양장본,200,128*185mm,335,소설/시/희곡,마음산책,"7,340"
기후와 식량,몰리 E. 브라운,2018-06-20,"18,000",반양장본,248,188*245mm,525,사회과학,푸른길,345
너그럽고 속이 깊은 버들글씨,류미옥,2018-06-20,"16,200",반양장본,272,188*250mm,673,건강/취미/레저,42미디어콘텐츠,"4,650"
허영만의 3천만원 3,허영만,2018-06-25,"12,510",반양장본,308,152*225mm,535,경제경영,가디언,"2,685"
"잠시, 생각할 시간이 필요해",최환석,2018-07-05,"12,420",반양장본,252,135*200mm,371,인문학,멘토르,"1,465"
꼬마별을 찾아줘!,샘 헤이,2018-05-25,"9,900",양장본,32,245*275mm,429,유아,우리동네책공장,70
Rain : 비 내리는 날의 기적,샘 어셔,2018-06-08,"10,800",양장본,40,220*300mm,444,유아,주니어RHK(주니어랜덤),"2,540"
밤의 괴물,스미노 요루,2018-06-30,"12,420",반양장본,292,128*188mm,373,소설/시/희곡,㈜소미미디어,"24,470"
아파도 아프다 하지 못하면,최기홍,2018-06-30,"13,500",반양장본,412,130*190mm,472,인문학,사회평론,"3,375"
니키 드 생팔 × 요코 마즈다,구로이와 유키,2018-06-22,"14,250",반양장본,372,150*200mm,571,예술/대중문화,시공아트,315
역사 멘토 최태성의 한국사 세트 - 전2권,최태성,2018-06-11,"30,600",반양장본,896,148*210mm,1165,역사,들녘,815
고양이는 안는 것,오야마 준코,2018-06-29,"12,420",양장본,300,128*188mm,398,소설/시/희곡,한즈미디어(한스미디어),"9,915"
화가 나도 바보와는 싸우지 마라,다무라 고타로,2018-06-18,"11,520",반양장본,240,138*214mm,377,자기계발,부광,"1,535"
로봇 시대에 불시착한 문과형 인간,다카하시 도루,2018-06-19,"12,600",반양장본,216,152*210mm,397,인문학,한빛비즈,730
나의 타자,"슬라보예 지젝,?러셀 그리그,?조엘 도르,?앤드류 J. 루이스,?커스틴 힐드가르,?데이비드 멧츠거,?마리나 드 카네리",2018-06-20,"14,250",반양장본,147,152*223mm,206,인문학,인간사랑,"2,765"
투자자의 적,주닝,2018-06-12,"22,500",반양장본,608,153*224mm,878,경제경영,이콘,765
사람과 사람 사이의 따뜻함이 그립다,"이현주,?노주선",2018-06-25,"13,500",NA,240,140*210mm,312,인문학,소울메이트,30
달에서 봤어!,김성화.권수진,2018-06-15,"11,700",양장본,64,250*204mm,436,어린이,토토북,415
낢이 사는 이야기 시즌4 1,낢(서나래),2018-06-19,"12,600",반양장본,355,153*195mm,533,만화,북치고,"2,360"
포푸리,이유진,2018-06-15,"9,000",반양장본,108,200*200mm,375,건강/취미/레저,마리오네트,735
내가 오줌을 누면,미야니시 다쓰야,2018-06-20,"9,720",양장본,24,190*220mm,233,유아,담푸스,775
논백 리더십 전략,신병철,2018-06-29,"14,400",반양장본,296,145*210mm,495,경제경영,휴먼큐브,"2,370"
판타스틱 미스터 폭스,"웨스 앤더슨,?마이클 스펙터",2018-06-20,"19,800",양장본,192,195*265mm,750,예술/대중문화,윌북,"1,645"
오늘부터 문자 파업,토미 그린월드,2018-06-15,"10,800",반양장본,275,152*210mm,426,어린이,책읽는곰,375
인생의 절반쯤 왔을 때 읽어야 할 손자병법,손무,2018-07-02,"12,600",반양장본,224,152*223mm,359,인문학,탐나는책,425
기담을 파는 가게,아시베 다쿠,2018-06-11,"10,800",양장본,312,110*190mm,311,소설/시/희곡,현대문학,"7,855"
잃어버린 거리,파트릭 모디아노,2018-06-15,"12,420",양장본,272,128*188mm,373,소설/시/희곡,문학동네,585
꿈의 자동차,허아성,2018-06-15,"10,800",양장본,36,228*228mm,292,유아,책읽는곰,765
허쌤 & 옥이샘의 감정놀이,"허승환,?옥상헌",2018-06-11,"13,500",NA,201,150*210mm,382,사회과학,시공미디어,"2,580"
잘츠부르크,박종호,2018-06-01,"15,300",NA,316,137*200mm,411,여행,풍월당,"4,960"
시스터즈,마르타 브린,2018-06-15,"14,400",양장본,124,198*272mm,613,청소년,한겨레출판,"2,750"
엘르,필립 지앙,2018-06-15,"11,700",반양장본,278,114*185mm,226,소설/시/희곡,그책,310
동물의 무기,더글러스 엠린,2018-06-20,"17,550",반양장본,408,140*210mm,524,과학,북트리거,"3,560"
하루 만에 수익 내는 실전 주식투자,강창권,2018-06-25,"18,000",반양장본,360,170*225mm,736,경제경영,길벗,"4,805"
"미국, 이상한 나라의 경제학",로버트 라이시,2018-06-12,"16,200",양장본,192,150*210mm,403,경제경영,까치,535
수용소,어빙 고프먼,2018-06-08,"22,500",양장본,456,158*231mm,755,사회과학,문학과지성사,"4,395"
도시는 왜 불평등한가,리처드 플로리다,2018-06-29,"16,200",반양장본,392,152*220mm,626,경제경영,매일경제신문사,"3,480"
"나는야, 공공예절 지킴이",김별,2018-06-22,"10,800",양장본,48,192*230mm,323,유아,큰북작은북,110
결국 뉴요커는 되지 못했지만,곽아람,2018-06-18,"14,400",반양장본,304,140*210mm,470,에세이,아트북스,"1,590"
나 빼고 다 연애,원주영,2018-06-29,"12,600",반양장본,256,125*185mm,308,에세이,슬로래빗,355
빈곤아동의 현장을 가다,"호사카 와타루,?이케타니 다카시",2018-06-30,"14,250",NA,240,152*225mm,456,사회과학,논형,115
한국 고대사의 기본 사료,주보돈,2018-06-01,"27,000",반양장본,440,176*226mm,754,역사,주류성,200
21세기 기본소득,"필리프 판 파레이스,?야니크 판데르보흐트",2018-06-18,"25,200",반양장본,644,152*225mm,842,사회과학,흐름출판,"4,090"
울음소리,하수정,2018-06-14,"12,150",반양장본,24,143*200mm,176,어린이,웅진주니어,845
1인 가구 돈 관리,공아연,2018-06-20,"12,420",반양장본,264,152*223mm,504,경제경영,위즈덤하우스,"40,305"
아메리카 아틀라스,"알레한드라 베가,?나탈리에 게라",2018-06-15,"20,700",양장본,68,280*370mm,970,어린이,그린북,175
천문대의 시간 천문학자의 하늘,전영범,2018-06-15,"17,550",반양장본,320,173*225mm,627,과학,에코리브르,"2,890"
앞으로 5년 미중전쟁 시나리오,최윤식,2018-06-22,"22,500",양장본,464,154*225mm,770,경제경영,지식노마드,"11,950"
오를 지역만 짚어주는 부동산 투자 전략,채상욱,2018-06-15,"14,400",반양장본,244,153*225mm,459,경제경영,위즈덤하우스,"11,290"
아이가 잠들면 서재로 숨었다,김슬기,2018-06-15,"11,700",반양장본,232,135*210mm,319,에세이,웨일북,"5,670"
식물을 들이다,최정윤,2018-06-28,"15,120",반양장본,272,172*225mm,510,건강/취미/레저,수작걸다,"2,225"
"아빠, 피곤한 건 엄마였어",비르센 에키므 외제느,2018-06-12,"9,900",반양장본,96,170*240mm,280,어린이,우리나비,65
역사 앞에서 (양장 보급판),김성칠,2018-06-15,"14,400",양장본,452,128*188mm,519,역사,창비,705
싫은 사람 밑에서 일하면서도 닮지 않는 법,가와이 가오루,2018-06-20,"11,520",반양장본,204,135*200mm,318,자기계발,위즈덤하우스,960
"정유정, 이야기를 이야기하다","정유정,?지승호",2018-06-20,"11,700",반양장본,264,140*210mm,355,인문학,은행나무,"16,125"
그날 밤 우리는 비밀을,"김해원,?김혜정,?윤이형,?최상희,?최정화",2018-06-18,"10,800",반양장본,176,140*205mm,274,청소년,우리학교,730
난 할 수 있어!,로리 라이트,2018-06-22,"10,800",양장본,24,225*235mm,298,유아,갈락시아스,"4,275"
스위스 아이처럼 스위스 아빠처럼,임상우,2018-06-25,"12,600",반양장본,240,145*205mm,379,좋은부모,미래의창,415
페미니즘을 퀴어링!,미미 마리누치,2018-06-18,"14,400",반양장본,260,130*210mm,338,사회과학,봄알람,"3,895"
"그녀는 괴테가, 그는 아인슈타인이 좋다고 말했다","아니카 브로크슈미트,?데니스 슐츠",2018-06-15,"14,400",NA,280,125*188mm,280,인문학,항해,420
"왜 자꾸 죽고 싶다고 하세요, 할아버지",하다 게이스케,2018-06-12,"11,250",양장본,216,127*188mm,336,소설/시/희곡,문학사상사,500
B급 세계사,김상훈,2018-06-18,"14,220",반양장본,352,145*210mm,520,역사,행복한작업실,"3,135"
열두 발자국,정재승,2018-07-02,"15,120",반양장본,400,145*217mm,555,인문학,어크로스,"154,520"
공룡메카드 비밀 스크래치북,대원키즈 편집부,2018-06-15,"7,650",NA,48,220*300mm,130,유아,대원키즈,400
우리 땅에 피는 야생화,"조식제,?이선미",2018-06-10,"27,000",반양장본,548,153*210mm,950,과학,아카데미북,50
류재언 변호사의 협상 바이블,류재언,2018-06-21,"16,650",양장본,384,146*212mm,618,자기계발,한즈미디어(한스미디어),"1,345"
유기견 이뽕실은 어떻게 모범 강아지가 되었나요?,이수진,2018-06-18,"10,800",NA,214,140*205mm,278,건강/취미/레저,한국경제신문,395
평화의 규칙,"문정인,?홍익표,?김치관",2018-06-27,"14,400",NA,320,140*210mm,320,사회과학,바틀비,"3,060"
개콘프렌즈 개콘탐정단 3 : 어둠 속의 연쇄 도난 사건,유경원,2018-06-25,"8,550",NA,144,148*210mm,187,어린이,서울문화사,70
미스터 요리왕 21,스에다 유이치로,2018-06-21,"4,950",NA,228,128*188mm,228,만화,㈜소미미디어,405
언젠가 떠내려가는 집에서,조경란,2018-06-08,"11,700",양장본,274,125*192mm,352,소설/시/희곡,문학과지성사,"2,285"
인간 사회와 상징 행위,빅터 터너,2018-06-20,"27,000",NA,400,152*220mm,520,인문학,황소걸음,"1,090"
난 공룡이 될 거야!,김효정,2018-06-25,"10,800",양장본,48,210*260mm,386,유아,머스트비,530
왁자지껄 유령의 집,플로랑 르페이트르,2018-06-15,"13,050",양장본,32,225*378mm,525,유아,밝은미래,555
진짜가 나타났다!,소피 헨,2018-07-10,"16,020",양장본,40,300*300mm,669,유아,보림,"1,375"
와일드라이프,케이트 베이커,2018-06-11,"19,800",NA,24,310*215mm,721,유아,보림,830
순결한 탐정 김재건과 춤추는 꼭두각시,박하루,2018-06-15,"5,850",반양장본,392,128*188mm,408,소설/시/희곡,엘릭시르,"4,135"
살인의 고백 - 하,마치다 고,2018-06-15,"13,050",반양장본,472,128*188mm,481,소설/시/희곡,한겨레출판,"1,500"
살인의 고백 - 상,마치다 고,2018-06-15,"13,050",반양장본,492,128*188mm,505,소설/시/희곡,한겨레출판,"1,670"
이단은 어떻게 정통에 맞서왔는가,후지타 쇼조,2018-06-15,"13,500",양장본,232,135*295mm,331,인문학,삼인,670
사서삼경을 읽다,김경일,2018-05-30,"11,520",반양장본,416,170*225mm,672,인문학,바다출판사,385
등 뒤의 세상,토마스 멜레,2018-06-12,"14,400",NA,392,153*224mm,745,소설/시/희곡,그러나,215
최윤식의 퓨처 리포트 : 빅 이슈편,최윤식,2018-06-15,"8,100",반양장본,112,150*225mm,226,종교/역학,생명의말씀사,"1,915"
Little Rabbits 1~6 세트 - 전6권,앨런 베이커,2018-06-01,"54,000",NA,144,200*175mm,2083,유아,베틀북,25
어머니에게 드리는 100가지 질문,모리야 다케시,2018-06-27,"11,520",반양장본,200,128*188mm,273,에세이,공명,400
증거기반의학의 철학,제러미 하윅,2018-06-12,"20,700",NA,400,153*225mm,760,과학,생각의힘,"1,320"
나의 첫 수채화 컬러링북,솜씨연구소,2018-06-19,"11,760",NA,51,305*305mm,138,예술/대중문화,솜씨컴퍼니,190
요제프 괴벨스,정철운,2018-06-18,"9,000",반양장본,192,128*188mm,219,사회과학,인물과사상사,840
나를 지켜 줘서 고마워,카렌 영,2018-06-20,"10,800",양장본,32,210*270mm,367,어린이,책과콩나무,450
브레인 홈트 포켓 암산,클래러티 미디어,2018-06-19,"5,850",NA,192,128*188mm,192,건강/취미/레저,폴더,250
초공간,미치오 가쿠,2018-06-07,"22,500",양장본,568,143*216mm,949,과학,김영사,"1,975"
미라클! 용사님 4,정하,2018-06-12,"11,520",반양장본,292,150*210mm,380,만화,거북이북스,780
나 혼자 벌어서 산다,정은길,2018-06-25,"12,600",반양장본,272,148*210mm,413,자기계발,비즈니스북스,"4,950"
이대열 선생님이 들려주는 뇌과학과 인공지능,이대열,2018-06-11,"10,800",반양장본,128,168*228mm,290,어린이,우리학교,"1,370"
"팀 켈러, 당신을 위한 갈라디아서",팀 켈러,2018-06-13,"13,500",반양장본,296,128*188mm,312,종교/역학,두란노,"2,175"
브레인 홈트 포켓 미로,클래러티 미디어,2018-06-19,"5,850",반양장본,208,128*188mm,208,건강/취미/레저,폴더,300
사회문화인류학,"존 모나한,?피터 저스트",2018-06-15,"13,300",반양장본,244,128*188mm,317,인문학,교유서가,825
반짝반짝,정여울,2018-06-15,"8,910",반양장본,204,128*188mm,273,에세이,천년의상상,880
나는 너를 용서할 수 있을까,가타다 다마미,2018-06-12,"11,520",반양장본,208,190*128mm,257,인문학,이어달리기,905
최소한의 서양 고전,"김동국,?김채린",2018-06-15,"14,220",반양장본,452,152*225mm,859,인문학,꿈결,400
BL진화론,미조구치 아키코,2018-06-12,"16,200",반양장본,396,135*200mm,477,인문학,길찾기,"2,720"
키에르케고어의 자기 시험을 위하여,쇠얀 키에르케고어,2018-06-18,"14,850",반양장본,236,152*223mm,330,인문학,샘솟는기쁨,"1,055"
Tripful 트립풀 프라하,윤다혜,2018-06-12,"12,600",반양장본,144,180*234mm,274,여행,이지앤북스,"2,100"
최소한의 동양 고전,"이수석,?이한수,?임원영",2018-06-15,"14,220",반양장본,416,152*225mm,790,인문학,꿈결,380
똑똑해지는 New 숨은그림찾기 5~8 세트 - 전4권,하이라이츠 편집부,2018-06-20,"19,800",반양장본,192,213*276mm,787,유아,아라미,"1,485"
올 댓 허브,박선영,2018-06-20,"20,700",반양장본,252,190*260mm,894,건강/취미/레저,궁리,"2,725"
분노의 시대,판카지 미슈라,2018-06-15,"19,800",양장본,464,152*223mm,952,역사,열린책들,"1,740"
단어로 읽는 5분 한국사,김영훈,2018-07-01,"11,700",반양장본,220,153*220mm,405,청소년,글담출판,"1,470"
랑야방 : 풍기장림 1,하이옌,2018-06-27,"11,700",반양장본,404,140*210mm,458,소설/시/희곡,마시멜로,"4,465"
독소를 비우는 몸,"제이슨 펑,?지미 무어",2018-06-15,"18,000",반양장본,374,152*223mm,670,건강/취미/레저,라이팅하우스,"14,170"
4개의 통장,고경호,2018-06-15,"13,500",반양장본,300,153*215mm,453,경제경영,다산북스,815
빌어먹을 세상 따위,찰스 포스먼,2018-06-12,"11,700",NA,176,170*235mm,334,만화,프시케의숲,995
프린스턴 응용수학 안내서 2,"니콜라스 하이엄,?마크 데니스,?폴 마틴,?폴 글렌디닝,?파딜 산토사,?재러드 태너",2018-06-15,"40,500",NA,640,188*257mm,1216,과학,승산,465
미술로 보는 한국의 미의식 1 : 신명,최광진,2018-06-15,"18,000",반양장본,272,150*215mm,482,예술/대중문화,미술문화,170
비행기의 과학,아이뉴턴 편집부,2018-06-15,"16,200",NA,160,210*275mm,304,과학,아이뉴턴(뉴턴코리아),"1,435"
고민과 소설가,최민석,2018-06-25,"11,700",반양장본,268,123*200mm,290,에세이,비채,"1,685"
축구를 시작해!,필립 잘베르,2018-06-14,"11,700",양장본,96,200*200mm,324,유아,한울림어린이(한울림),170
"매운 인생, 달달하게 달달하게",우석훈,2018-06-20,"12,600",반양장본,236,145*220mm,343,에세이,메디치미디어,"2,015"
똥멍청이,스테파니 블레이크,2018-06-12,"10,800",양장본,32,220*275mm,370,유아,한울림어린이(한울림),220
아르누보 색연필 50색 틴케이스 + 마블 어벤져스 인피니티워 컬러링북 세트,마블,2018-06-11,"25,900",NA,35,217*290mm,395,예술/대중문화,아르누보,175
구글 애드워즈 마케팅,"박영훈,?이동수",2018-06-21,"11,700",반양장본,210,165*225mm,418,경제경영,경향BP,"1,270"
냉면의 품격,이용재,2018-06-15,"10,800",반양장본,168,128*188mm,232,인문학,반비,"3,635"
여행은 언제나 용기의 문제,이준명,2018-06-15,"11,700",반양장본,256,128*188mm,285,에세이,어크로스,900
안목의 성장,이내옥,2018-06-08,"13,320",반양장본,276,135*200mm,331,예술/대중문화,민음사,"3,800"
우아하고 호쾌한 여자 축구,김혼비,2018-06-08,"13,320",반양장본,280,135*201mm,347,에세이,민음사,"6,530"
개념연결 초등수학사전 1.2학년,전국수학교사모임 초등수학사전팀,2018-06-15,"10,800",반양장본,198,188*257mm,439,어린이,비아에듀,"1,720"
오카피를 보았다,마리아나 레키,2018-06-25,"12,420",NA,460,125*188mm,598,소설/시/희곡,황소자리,530
개념연결 초등수학사전 3.4학년,전국수학교사모임 초등수학사전팀,2018-06-15,"12,600",반양장본,256,188*257mm,553,어린이,비아에듀,"1,045"
세상에서 가장 용감한 소녀,매튜 코델,2018-06-05,"10,800",양장본,56,246*216mm,455,유아,비룡소,"20,955"
"잘할 거예요, 어디서든",멍작가(강지명),2018-06-25,"12,420",반양장본,288,135*190mm,405,에세이,북스토리,"1,450"
옆으로 읽는 동아시아 삼국지 2,이희진,2018-06-12,"16,200",반양장본,548,152*225mm,701,역사,동아시아,605
말 기술,잭 퀄스,2018-06-18,"13,320",반양장본,336,147*212mm,479,자기계발,생각의서재,760
김정은,고미 요지,2018-06-10,"13,500",NA,296,148*210mm,385,사회과학,지식의숲(넥서스),805
예쁜 몸과 아름다운 마음으로 사는 법,스즈키 치세,2018-06-12,"12,780",반양장본,256,150*210mm,435,건강/취미/레저,청홍(지상사),"1,375"
오늘부터 딱 90일만 영어 베이비,양선호,2018-05-29,"12,600",반양장본,232,152*223mm,445,자기계발,북포스,"1,245"
히스토리카 만화 백과 4 : 통일 신라와 발해,봄봄 스토리,2018-06-11,"10,800",양장본,168,186*249mm,716,어린이,아이세움,"3,950"
매체이론의 지형도 1,"클라우스 피아스,?요체프 포글,?로렌츠 엥엘,?올리버 팔레,?브리타 나이첼",2018-05-30,"33,000",반양장본,432,148*210mm,562,인문학,서울대학교출판문화원,115
갓 오브 워 아트북,"소니 인터랙티브 엔터테인먼트,?산타 모니카 스튜디오",2018-06-26,"29,700",양장본,224,238*315mm,1696,예술/대중문화,제우미디어,"4,940"
히스토리카 만화 백과 3 : 삼국의 발전과 통일,봄봄 스토리,2018-06-11,"10,800",양장본,160,186*249mm,686,어린이,아이세움,"4,085"
히스토리카 만화 백과 2 : 삼국의 성립과 가야,봄봄 스토리,2018-06-11,"10,800",양장본,168,186*249mm,727,어린이,아이세움,"4,370"
내 머릿속에 누군가 있다,찰스 퍼니휴,2018-06-09,"18,000",반양장본,444,140*215mm,580,과학,에이도스,"2,980"
Who? Special 손흥민,강진희,2018-06-12,"11,520",양장본,180,192*260mm,592,어린이,다산어린이,"10,945"
"어린 왕자, 진짜 중요한 건 눈에 보이지 않아","김서영,?손병진,?김건욱,?이수빈,?이창수,?조일남,?김은빈,?박재희,?이혜림,?지승엽",2018-06-12,"10,350",반양장본,132,146*216mm,294,인문학,은행나무,445
히스토리카 만화 백과 1 : 우리 역사의 시작,봄봄 스토리,2018-06-11,"10,800",양장본,168,186*249mm,723,어린이,아이세움,"5,840"
일본식 집밥 레시피 100,세오 유키코,2018-06-15,"14,400",반양장본,200,177*230mm,620,가정/요리/뷰티,시그마북스,"18,895"
경제의 99%는 환율이다,백석현,2018-06-15,"13,500",NA,288,152*223mm,403,경제경영,메이트북스,"4,300"
BTS 피아노 연주곡집,스코어 편집부,2018-06-25,"10,800",반양장본,96,227*305mm,259,예술/대중문화,태림스코어(스코어),"1,480"
보태니컬 셰익스피어,게릿 퀼리,2018-06-20,"22,500",양장본,212,165*240mm,318,에세이,지금이책,"3,115"
"비주얼씽킹, 스토리로 말하라","김소라,?최지영,?최정은,?김영언,?전현희,?이정연",2018-06-11,"12,600",반양장본,224,153*215mm,387,사회과학,이비락,810
1945,마이클 돕스,2018-06-16,"24,300",반양장본,604,152*225mm,1023,역사,모던아카이브,"2,465"
책 정리하는 법,조경국,2018-06-04,"10,800",반양장본,204,128*188mm,221,인문학,유유,"3,020"
북한 전래동화,이상배,2018-06-19,"10,800",반양장본,184,150*210mm,320,어린이,좋은꿈,735
브레이크 다운,B. A. 패리스,2018-06-12,"12,600",반양장본,404,140*205mm,444,소설/시/희곡,arte(아르테),"16,975"
젊은 음악가를 위한 슈만의 조언,슈만 (Robert Schumann),2018-06-15,"11,700",양장본,180,145*165mm,343,예술/대중문화,클,"1,640"
"공생, 생명은 서로 돕는다",요제프 H. 라이히홀프,2018-06-19,"14,400",반양장본,368,148*210mm,434,과학,이랑,665
셀린 & 엘라 ; 디어 마이 그래비티,"미바,?조쉬 프리기",2018-07-07,"16,200",양장본,144,188*257mm,703,만화,우드파크픽처북스,"1,900"
탐정 칸의 대단한 모험,하민석,2018-06-08,"13,500",반양장본,328,145*215mm,521,어린이,창비,645
타인의 시선,"타임TIME,?찰리 캠벨",2018-06-11,"16,200",반양장본,344,140*210mm,447,사회과학,유피에이(UPA),"6,145"
강원국의 글쓰기,강원국,2018-06-25,"14,400",반양장본,336,152*225mm,615,인문학,메디치미디어,"27,070"
카카오 농부는 왜 초콜릿을 사 먹지 못할까?,카리 존스,2018-05-25,"9,450",반양장본,68,173*235mm,214,어린이,초록개구리,360
머리가 좋은 골퍼.나쁜 골퍼,라이프 엑스퍼트,2018-06-20,"12,600",반양장본,244,152*223mm,441,건강/취미/레저,이아소,220
인도 100문 100답,이광수,2018-06-15,"14,850",반양장본,384,148*215mm,538,역사,앨피,"1,905"
멍 때리기의 기적,스리니바산 필레이,2018-06-15,"14,220",반양장본,363,152*223mm,643,인문학,김영사,"1,365"
과학이 만드는 민주주의,"해리 콜린스,?로버트 에번스",2018-06-08,"19,800",반양장본,252,140*224mm,364,사회과학,이음,780
네 이웃의 식탁,구병모,2018-06-15,"11,700",양장본,196,128*188mm,296,소설/시/희곡,민음사,"24,150"
플라워 워크숍,아리엘라 쉐자,2018-06-11,"19,800",반양장본,248,190*241mm,745,건강/취미/레저,디자인이음,530
우리 아기 코 잘까?,이윤민,2018-05-28,"9,450",NA,28,210*170mm,369,유아,한림출판사,130
고전 결박을 풀다 3,강신장,2018-06-10,"16,020",반양장본,366,145*210mm,628,인문학,모네상스,340
살아 있는 학교 어떻게 만들까,크리스 메르코글리아노,2018-06-10,"12,600",반양장본,480,128*188mm,480,사회과학,민들레,265
뇌는 수학을 어떻게 배우는가,David A.Sousa,2018-07-01,"25,000",NA,284,188*257mm,540,인문학,신한출판미디어,215
꽃들의 시간,정주희,2018-06-15,"17,820",양장본,520,128*188mm,726,에세이,나는북,"3,045"
사라진 여성 과학자들,펜드리드 노이스,2018-06-08,"12,600",반양장본,268,153*210mm,445,청소년,다른,820
마음은 어디에서 와서 어디로 가는가,"가와이 도시오,?나카자와 신이치,?히로이 요시노리,?시모조 신스케,?야마기와 주이치",2018-06-11,"13,500",NA,222,148*224mm,289,인문학,청어람미디어,585
나는 왜 말하는 게 힘들까,제니퍼 앨리슨,2018-06-22,"11,520",NA,176,135*195mm,229,자기계발,다른상상,"1,275"
"내가 낸 세금, 다 어디로 갔을까?","이상석,?하승우",2018-06-18,"13,500",반양장본,224,152*223mm,307,사회과학,이상북스,820
윤리 21,가라타니 고진,2018-06-15,"16,200",양장본,238,140*210mm,444,인문학,비(도서출판b),"1,805"
실격당한 자들을 위한 변론,김원영,2018-06-15,"14,400",반양장본,324,NA,487,사회과학,사계절,"11,905"
징검다리,마그리트 루어스,2018-06-15,"8,550",반양장본,44,225*250mm,288,어린이,이마주,"1,575"
처음 하는 필라테스,사토코,2018-06-20,"11,700",반양장본,128,188*257mm,438,건강/취미/레저,북핀,975
아트경영,홍대순,2018-06-08,"13,320",반양장본,268,133*198mm,386,경제경영,아카넷,"1,135"
쑨원 : 근대화의 기로,후카마치 히데오,2018-06-11,"8,820",NA,308,128*188mm,308,인문학,AK(에이케이)커뮤니케이션즈,365
일상적 삶의 상징적 생산,여건종,2018-05-31,"28,800",NA,504,135*215mm,655,인문학,에피파니,225
엄청나게 큰 바닷속 동물 백과,미나 레이시,2018-06-07,"11,700",양장본,14,240*290mm,679,유아,어스본코리아,560
영국 육아의 비밀,에마 제너,2018-06-12,"15,120",반양장본,372,153*224mm,644,좋은부모,아우름(Aurum),"1,155"
호흡하세요 그리고 미소지으세요,타라 브랙,2018-06-11,"18,000",반양장본,480,152*225mm,712,인문학,불광출판사,"1,185"
세계사톡 1,"무적핑크,?핑크잼",2018-06-11,"13,320",반양장본,432,148*225mm,776,역사,위즈덤하우스,"5,990"
"싱가포르, 유리벽 안에서 행복한 나라",이순미,2018-06-08,"13,500",반양장본,320,130*184mm,316,에세이,책읽는고양이,540
야채호빵의 봄방학 3,박수봉,2018-06-14,"11,700",반양장본,296,145*200mm,479,만화,영컴(YOUNG COM),595
인기 고양이 도감 48,"강현정?(옮긴이),?사쿠사 카즈마사?(감수) ",2018-06-20,"18,000",반양장본,240,172*235mm,538,건강/취미/레저,작은책방(해든아침),405
오늘의 교육 2018.5.6월호,교육공동체벗 편집부,2018-05-01,"14,250",반양장본,216,152*223mm,302,사회과학,교육공동체벗,220
포켓몬스터 썬&문 시즌2 1,학산문화사 편집부,2018-06-25,"8,550",반양장본,194,184*257mm,595,어린이,학산문화사(단행본),600
미식사전,박진환,2018-06-08,"15,000",NA,233,152*223mm,326,인문학,한국외식정보,60
좀비고등학교 코믹스 7,배아이,2018-06-15,"8,820",반양장본,160,188*257mm,304,어린이,겜툰,"41,425"
화과자,여누리맘 임미선,2018-06-15,"14,850",반양장본,268,190*245mm,788,가정/요리/뷰티,시대인,840
"비노동사회를 사는 청년, 니트",이충한,2018-05-31,"13,000",반양장본,272,148*210mm,354,사회과학,서울연구원,845
뷰티풀 퀘스천,프랭크 윌첵,2018-06-15,"22,500",양장본,552,152*220mm,894,과학,흐름출판,"3,760"
연표와 사진으로 보는 중국사,심규호,2018-06-04,"20,700",NA,560,186*240mm,1064,역사,일빛,190
Why? 뉴스와 미디어,조영선,2018-06-15,"9,900",양장본,184,188*250mm,764,어린이,예림당,"2,645"
Why? 요리과학,최종탁,2018-06-15,"9,900",양장본,160,188*250mm,683,어린이,예림당,"8,190"
W31 : 성경대로 세상살기,하형록,2018-06-04,"11,700",반양장본,252,148*210mm,329,종교/역학,두란노,"6,405"
사계절 자연 수업,클레어 워커 레슬리,2018-06-18,"14,400",반양장본,136,165*216mm,397,과학,미래의창,265
킬링 마케팅,"조 풀리지,?로버트 로즈",2018-06-15,"14,400",반양장본,312,152*225mm,479,경제경영,21세기북스,"1,680"
밥 먹고 갈래요? 4,오묘,2018-06-11,"11,700",반양장본,284,140*200mm,449,만화,재미주의,"1,375"
느낌의 0도,박혜영,2018-06-07,"12,600",반양장본,232,146*205mm,366,인문학,돌베개,870
파랑새의 노래,번 코우스키,2018-06-15,"10,800",양장본,44,203*279mm,373,유아,미디어창비,115
나는 버리지 않기로 했다,조석경,2018-06-18,"13,320",반양장본,200,167*220mm,473,가정/요리/뷰티,나무의철학,"4,570"
시간을 멈추는 기술,페드람 쇼자이,2018-06-20,"13,500",양장본,288,128*188mm,375,자기계발,위너스북,440
어긋난 인연,오쿠노 슈지,2018-06-10,"13,500",NA,384,152*225mm,730,소설/시/희곡,디오네,450
"내 생애 한 번은, 상대성이론 이해하기",크리스토프 갈파르,2018-06-25,"8,820",양장본,72,152*225mm,108,과학,인간희극,965
대화를 잃어버린 사람들,셰리 터클,2018-06-05,"18,900",반양장본,524,145*215mm,678,인문학,민음사,"1,410"
